Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2019-12-07,12:30 PM,77 F,63 F,61 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,1:00 PM,77 F,63 F,61 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,1:30 PM,77 F,64 F,65 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,2:00 PM,75 F,63 F,65 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,2:30 PM,73 F,63 F,69 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,3:00 PM,73 F,63 F,69 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,3:30 PM,73 F,63 F,69 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,4:00 PM,73 F,61 F,65 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,4:30 PM,73 F,61 F,65 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,5:00 PM,73 F,63 F,69 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,5:30 PM,73 F,63 F,69 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,6:00 PM,73 F,63 F,69 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,6:30 PM,70 F,63 F,78 %,S,3 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,7:00 PM,70 F,63 F,78 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-07,7:30 PM,70 F,63 F,78 %,N,6 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,8:00 PM,68 F,63 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,8:30 PM,68 F,63 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,9:00 PM,68 F,63 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,9:30 PM,68 F,63 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,10:00 PM,68 F,63 F,83 %,NNW,3 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,10:30 PM,68 F,63 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,11:00 PM,68 F,63 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-07,11:30 PM,68 F,63 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,12:00 AM,68 F,64 F,88 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,12:30 AM,68 F,64 F,88 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,1:00 AM,68 F,64 F,88 %,CALM,0 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-08,1:30 AM,68 F,64 F,88 %,CALM,0 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-08,2:00 AM,68 F,64 F,88 %,CALM,0 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-08,2:30 AM,70 F,66 F,88 %,CALM,0 mph,0 mph,30.04 in,0.0 in,Haze
2019-12-08,3:00 AM,73 F,66 F,78 %,CALM,0 mph,0 mph,30.04 in,0.0 in,Haze
2019-12-08,3:30 AM,75 F,66 F,73 %,CALM,0 mph,0 mph,30.07 in,0.0 in,Haze
2019-12-08,4:00 AM,77 F,66 F,69 %,CALM,0 mph,0 mph,30.07 in,0.0 in,Haze
2019-12-08,4:30 AM,81 F,64 F,58 %,SW,5 mph,0 mph,30.04 in,0.0 in,Haze
2019-12-08,5:00 AM,81 F,64 F,58 %,W,5 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-08,5:30 AM,82 F,64 F,54 %,WSW,5 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-08,6:00 AM,82 F,64 F,54 %,W,5 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,6:30 AM,84 F,63 F,48 %,W,6 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,7:00 AM,84 F,63 F,48 %,SW,8 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,7:30 AM,84 F,63 F,48 %,SSW,5 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-08,8:00 AM,84 F,61 F,45 %,WNW,6 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-08,8:30 AM,84 F,61 F,45 %,W,7 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-08,9:00 AM,84 F,61 F,45 %,WNW,6 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-08,9:30 AM,84 F,61 F,45 %,W,6 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-08,10:00 AM,82 F,61 F,48 %,WNW,5 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-08,10:30 AM,82 F,59 F,45 %,W,5 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-08,11:00 AM,81 F,61 F,51 %,W,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-08,11:30 AM,79 F,61 F,54 %,WNW,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-08,12:00 PM,77 F,61 F,57 %,WNW,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-08,12:30 PM,75 F,61 F,61 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-08,1:00 PM,73 F,61 F,65 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,1:30 PM,72 F,61 F,69 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,2:00 PM,73 F,63 F,69 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,2:30 PM,72 F,63 F,73 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,3:00 PM,73 F,63 F,69 %,S,6 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,3:30 PM,73 F,63 F,69 %,SSW,3 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,4:00 PM,73 F,64 F,73 %,SW,3 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,4:30 PM,73 F,64 F,73 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,5:00 PM,73 F,64 F,73 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,5:30 PM,73 F,64 F,73 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,6:00 PM,73 F,64 F,73 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,6:30 PM,73 F,64 F,73 %,W,5 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,7:00 PM,72 F,66 F,83 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-08,7:30 PM,72 F,66 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,8:00 PM,72 F,66 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,8:30 PM,70 F,66 F,88 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,9:00 PM,70 F,66 F,88 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,9:30 PM,70 F,64 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,10:00 PM,68 F,63 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-08,10:30 PM,66 F,63 F,88 %,NW,3 mph,0 mph,29.96 in,0.0 in,Fog
2019-12-08,11:00 PM,66 F,63 F,88 %,NNW,3 mph,0 mph,29.96 in,0.0 in,Fog
2019-12-08,11:30 PM,66 F,63 F,88 %,NNW,3 mph,0 mph,29.98 in,0.0 in,Fog
2019-12-09,12:00 AM,66 F,63 F,88 %,N,5 mph,0 mph,29.98 in,0.0 in,Fog
2019-12-09,12:30 AM,64 F,61 F,88 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Fog
2019-12-09,1:00 AM,64 F,61 F,88 %,CALM,0 mph,0 mph,30.01 in,0.0 in,Fog
2019-12-09,1:30 AM,64 F,61 F,88 %,CALM,0 mph,0 mph,30.01 in,0.0 in,Fog
2019-12-09,2:00 AM,66 F,61 F,83 %,CALM,0 mph,0 mph,30.01 in,0.0 in,Fog
2019-12-09,2:30 AM,68 F,63 F,83 %,CALM,0 mph,0 mph,30.01 in,0.0 in,Fog
2019-12-09,3:00 AM,70 F,63 F,78 %,NNW,6 mph,0 mph,30.04 in,0.0 in,Fog
2019-12-09,3:28 AM,72 F,63 F,73 %,N,6 mph,0 mph,30.04 in,0.0 in,Fog
2019-12-09,3:30 AM,72 F,63 F,73 %,N,6 mph,0 mph,30.04 in,0.0 in,Fog
2019-12-09,4:00 AM,73 F,63 F,69 %,NNW,6 mph,0 mph,30.04 in,0.0 in,Fog
2019-12-09,4:30 AM,75 F,63 F,65 %,N,5 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-09,5:00 AM,77 F,63 F,61 %,NNE,6 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-09,5:30 AM,79 F,64 F,61 %,NNW,6 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-09,6:00 AM,79 F,64 F,61 %,N,7 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-09,6:30 AM,81 F,64 F,58 %,N,8 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-09,7:00 AM,81 F,63 F,54 %,N,8 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,7:30 AM,81 F,61 F,51 %,NNW,9 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,8:00 AM,81 F,59 F,48 %,NNW,9 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,8:30 AM,81 F,59 F,48 %,NNW,6 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,9:00 AM,81 F,59 F,48 %,NNW,6 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-09,9:30 AM,81 F,57 F,45 %,NNW,6 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-09,10:00 AM,81 F,59 F,48 %,NNW,6 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-09,10:30 AM,79 F,59 F,51 %,NNE,6 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-09,11:00 AM,77 F,59 F,54 %,N,6 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-09,11:30 AM,75 F,59 F,57 %,NNE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-09,12:00 PM,73 F,59 F,61 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,12:30 PM,73 F,59 F,61 %,NE,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,1:00 PM,72 F,59 F,64 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,1:30 PM,72 F,59 F,64 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,2:00 PM,70 F,59 F,68 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,2:30 PM,70 F,61 F,73 %,NNE,3 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,3:00 PM,68 F,61 F,78 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,3:30 PM,68 F,59 F,73 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,4:00 PM,68 F,59 F,73 %,NNE,3 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,4:30 PM,68 F,57 F,68 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-09,5:00 PM,66 F,57 F,73 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,5:30 PM,66 F,57 F,73 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,6:00 PM,66 F,57 F,73 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,6:30 PM,66 F,57 F,73 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,7:00 PM,64 F,57 F,77 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,7:30 PM,64 F,57 F,77 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-09,8:00 PM,64 F,57 F,77 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,8:30 PM,63 F,55 F,77 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,9:00 PM,63 F,55 F,77 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,9:30 PM,63 F,55 F,77 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,10:00 PM,63 F,55 F,77 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-09,10:30 PM,63 F,55 F,77 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-09,11:00 PM,63 F,55 F,77 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-09,11:30 PM,63 F,55 F,77 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-10,12:00 AM,63 F,55 F,77 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-10,12:30 AM,63 F,57 F,82 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-10,1:00 AM,63 F,57 F,82 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-10,1:30 AM,63 F,57 F,82 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-10,2:00 AM,64 F,57 F,77 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-10,2:30 AM,66 F,57 F,73 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-10,3:00 AM,68 F,57 F,68 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-10,3:30 AM,70 F,57 F,64 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-10,4:00 AM,73 F,57 F,57 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-10,4:30 AM,75 F,59 F,57 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-10,5:00 AM,77 F,59 F,54 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-10,5:30 AM,79 F,59 F,51 %,E,5 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-10,6:00 AM,79 F,57 F,47 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-10,6:30 AM,79 F,57 F,47 %,NNW,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-10,7:00 AM,79 F,57 F,47 %,ENE,5 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,7:30 AM,81 F,57 F,45 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,8:00 AM,81 F,57 F,45 %,NNE,6 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-10,8:30 AM,79 F,57 F,47 %,NNW,5 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-10,9:00 AM,79 F,57 F,47 %,NE,5 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-10,9:30 AM,79 F,57 F,47 %,N,5 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-10,10:00 AM,77 F,59 F,54 %,NE,5 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-10,10:30 AM,75 F,59 F,57 %,CALM,0 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-10,11:00 AM,75 F,61 F,61 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-10,11:30 AM,73 F,61 F,65 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-10,12:00 PM,73 F,61 F,65 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-10,12:30 PM,72 F,61 F,69 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-10,1:00 PM,72 F,63 F,73 %,E,3 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-10,1:30 PM,72 F,63 F,73 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,2:00 PM,68 F,63 F,83 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,2:30 PM,68 F,61 F,78 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,3:00 PM,66 F,59 F,78 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,3:30 PM,66 F,61 F,83 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,4:00 PM,64 F,59 F,83 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,4:30 PM,64 F,59 F,83 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,5:00 PM,64 F,61 F,88 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-10,5:30 PM,64 F,61 F,88 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-10,6:00 PM,63 F,61 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-10,6:30 PM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-10,7:00 PM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-10,7:30 PM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Fog
2019-12-10,8:00 PM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Fog
2019-12-10,8:30 PM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Fog
2019-12-10,9:00 PM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.87 in,0.0 in,Fog
2019-12-10,9:30 PM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-10,10:00 PM,63 F,61 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-10,10:30 PM,63 F,61 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-10,11:00 PM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-10,11:30 PM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-11,12:00 AM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-11,12:30 AM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Fog
2019-12-11,1:00 AM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Fog
2019-12-11,1:30 AM,61 F,59 F,94 %,NE,3 mph,0 mph,29.93 in,0.0 in,Fog
2019-12-11,2:00 AM,63 F,59 F,88 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Fog
2019-12-11,2:30 AM,64 F,59 F,83 %,E,5 mph,0 mph,29.96 in,0.0 in,Fog
2019-12-11,3:00 AM,66 F,61 F,83 %,E,5 mph,0 mph,29.96 in,0.0 in,Fog
2019-12-11,3:30 AM,68 F,61 F,78 %,E,5 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-11,4:00 AM,70 F,61 F,73 %,E,6 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-11,4:30 AM,72 F,61 F,69 %,E,6 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-11,5:00 AM,73 F,61 F,65 %,E,6 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-11,5:30 AM,75 F,61 F,61 %,ESE,5 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-11,6:00 AM,77 F,61 F,57 %,SE,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-11,6:30 AM,77 F,61 F,57 %,SE,5 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,7:00 AM,77 F,61 F,57 %,E,6 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,7:30 AM,79 F,61 F,54 %,E,6 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-11,8:00 AM,81 F,64 F,58 %,ENE,6 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,8:30 AM,81 F,64 F,58 %,E,6 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,9:00 AM,79 F,64 F,61 %,E,6 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,9:30 AM,79 F,64 F,61 %,E,6 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,10:00 AM,77 F,64 F,65 %,E,6 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,10:30 AM,77 F,64 F,65 %,E,5 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,11:00 AM,77 F,64 F,65 %,ESE,5 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,11:30 AM,75 F,64 F,69 %,ESE,3 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,12:00 PM,73 F,64 F,73 %,ESE,5 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,12:30 PM,73 F,64 F,73 %,SE,5 mph,0 mph,29.84 in,0.0 in,Haze
2019-12-11,1:00 PM,72 F,64 F,78 %,ESE,5 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-11,1:30 PM,72 F,64 F,78 %,SE,3 mph,0 mph,29.87 in,0.0 in,Haze
2019-12-11,2:00 PM,72 F,64 F,78 %,SE,5 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,2:30 PM,72 F,64 F,78 %,E,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,3:00 PM,72 F,64 F,78 %,SSE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,3:30 PM,72 F,64 F,78 %,SSE,5 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-11,4:00 PM,70 F,64 F,83 %,SSE,6 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-11,4:30 PM,68 F,64 F,88 %,SSE,6 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-11,5:00 PM,68 F,66 F,94 %,ESE,5 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,5:30 PM,68 F,66 F,94 %,ESE,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-11,6:00 PM,68 F,66 F,94 %,SE,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-11,6:30 PM,68 F,66 F,94 %,ESE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,7:00 PM,66 F,64 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,7:30 PM,66 F,64 F,94 %,ESE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,8:00 PM,66 F,64 F,94 %,NNE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,8:30 PM,64 F,63 F,94 %,NE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,9:00 PM,64 F,63 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,9:30 PM,64 F,63 F,94 %,NE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,10:00 PM,63 F,63 F,100 %,NE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,10:30 PM,63 F,63 F,100 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,11:00 PM,63 F,61 F,94 %,CALM,0 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-11,11:30 PM,63 F,61 F,94 %,ENE,3 mph,0 mph,29.93 in,0.0 in,Fog
2019-12-12,12:00 AM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Fog
2019-12-12,12:30 AM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.93 in,0.0 in,Fog
2019-12-12,1:00 AM,61 F,59 F,94 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Fog
2019-12-12,1:30 AM,63 F,61 F,94 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Fog
2019-12-12,2:00 AM,64 F,63 F,94 %,CALM,0 mph,0 mph,29.98 in,0.0 in,Fog
2019-12-12,2:30 AM,66 F,64 F,94 %,E,3 mph,0 mph,29.98 in,0.0 in,Fog
2019-12-12,3:00 AM,68 F,66 F,94 %,ESE,5 mph,0 mph,29.98 in,0.0 in,Fog
2019-12-12,3:30 AM,72 F,66 F,83 %,E,3 mph,0 mph,29.98 in,0.0 in,Fog
2019-12-12,4:00 AM,73 F,66 F,78 %,E,3 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-12,4:30 AM,75 F,66 F,73 %,ESE,3 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-12,5:00 AM,75 F,66 F,73 %,ESE,3 mph,0 mph,30.01 in,0.0 in,Haze
2019-12-12,5:30 AM,77 F,66 F,69 %,ENE,5 mph,0 mph,29.98 in,0.0 in,Haze
2019-12-12,6:00 AM,77 F,66 F,69 %,ENE,5 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-12,6:30 AM,77 F,66 F,69 %,ENE,5 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-12,7:00 AM,79 F,66 F,65 %,E,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-12,7:30 AM,79 F,66 F,65 %,E,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-12,8:00 AM,79 F,66 F,65 %,ESE,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-12,8:30 AM,79 F,66 F,65 %,NNE,5 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,9:00 AM,79 F,68 F,69 %,ENE,5 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,9:30 AM,77 F,68 F,74 %,E,5 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,10:00 AM,77 F,68 F,74 %,E,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,10:30 AM,77 F,68 F,74 %,ENE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,11:00 AM,75 F,68 F,78 %,NE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,11:30 AM,75 F,66 F,73 %,NE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,12:00 PM,73 F,66 F,78 %,NE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,12:30 PM,73 F,66 F,78 %,NE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,1:00 PM,72 F,66 F,83 %,ENE,3 mph,0 mph,29.90 in,0.0 in,Haze
2019-12-12,1:30 PM,72 F,66 F,83 %,ENE,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-12,2:00 PM,70 F,64 F,83 %,NE,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-12,2:30 PM,70 F,64 F,83 %,E,3 mph,0 mph,29.93 in,0.0 in,Haze
2019-12-12,3:00 PM,70 F,64 F,83 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-12,3:30 PM,68 F,64 F,88 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-12,4:00 PM,68 F,64 F,88 %,CALM,0 mph,0 mph,29.96 in,0.0 in,Haze
2019-12-12,4:30 PM,68 F,64 F,88 %,NE,3 mph,0 mph,29.96 in,0.0 in,Fog
2019-12-12,5:00 PM,66 F,64 F,94 %,NE,5 mph,0 mph,29.96 in,0.0 in,Fog
